revid	title	toclevel	index	indexInverse	bytes	date	titlesNumber	main category	second category	anchor
173323193	Psychological	2	20	9	2500	23/11/07 18:37	29	effects	neutral	Psychological
173323193	Neurotoxicity	2	19	10	5860	23/11/07 18:37	29	effects	negative	Neurotoxicity
173323193	Health concerns	1	14	15	298	23/11/07 18:37	29	safety	negative	Health_concerns
173323193	Neurological overview	2	17	12	2472	23/11/07 18:37	29	effects	neutral	Neurological_overview
176024589	Use in psychotherapy	1	8	18	2752	05/12/07 22:25	26	uses	positive	Use_in_psychotherapy
176024589	Physical	2	13	13	1544	05/12/07 22:25	26	effects	neutral	Physical
176024589	Psychological	2	17	9	2774	05/12/07 22:25	26	effects	neutral	Psychological
176024589	Neurotoxicity	2	16	10	6334	05/12/07 22:25	26	effects	negative	Neurotoxicity
176024589	Health concerns	1	11	15	298	05/12/07 22:25	26	safety	negative	Health_concerns
176024589	Neurological overview	2	14	12	2480	05/12/07 22:25	26	effects	neutral	Neurological_overview
176062121	Effects	1	2	27	160	06/12/07 01:41	29	effects	neutral	Effects
176062121	Subjective effects	2	4	25	1135	06/12/07 01:41	29	effects	neutral	Subjective_effects
176062121	Use in psychotherapy	1	11	18	2752	06/12/07 01:41	29	uses	positive	Use_in_psychotherapy
176062121	Physical	2	16	13	1544	06/12/07 01:41	29	effects	neutral	Physical
176062121	Psychological	2	20	9	2774	06/12/07 01:41	29	effects	neutral	Psychological
176062121	Neurotoxicity	2	19	10	6334	06/12/07 01:41	29	effects	negative	Neurotoxicity
176062121	Health concerns	1	14	15	298	06/12/07 01:41	29	safety	negative	Health_concerns
176062121	Neurological overview	2	17	12	2480	06/12/07 01:41	29	effects	neutral	Neurological_overview
184695029	Effects	1	2	26	160	16/01/08 09:20	28	effects	neutral	Effects
184695029	Use in psychotherapy	1	10	18	2752	16/01/08 09:20	28	uses	positive	Use_in_psychotherapy
184695029	Physical	2	15	13	1531	16/01/08 09:20	28	effects	neutral	Physical
184695029	Psychological	2	19	9	2774	16/01/08 09:20	28	effects	neutral	Psychological
184695029	Neurotoxicity	2	18	10	6308	16/01/08 09:20	28	effects	negative	Neurotoxicity
184695029	Health concerns	1	13	15	298	16/01/08 09:20	28	safety	negative	Health_concerns
184695029	Neurological overview	2	16	12	2471	16/01/08 09:20	28	effects	neutral	Neurological_overview
184695040	Effects	1	2	27	160	16/01/08 09:20	29	effects	neutral	Effects
184695040	Subjective effects	2	4	25	1359	16/01/08 09:20	29	effects	neutral	Subjective_effects
184695040	Use in psychotherapy	1	11	18	2752	16/01/08 09:20	29	uses	positive	Use_in_psychotherapy
184695040	Physical	2	16	13	1531	16/01/08 09:20	29	effects	neutral	Physical
184695040	Psychological	2	20	9	2774	16/01/08 09:20	29	effects	neutral	Psychological
184695040	Neurotoxicity	2	19	10	6308	16/01/08 09:20	29	effects	negative	Neurotoxicity
184695040	Health concerns	1	14	15	298	16/01/08 09:20	29	safety	negative	Health_concerns
184695040	Neurological overview	2	17	12	2471	16/01/08 09:20	29	effects	neutral	Neurological_overview
184937509	Use in psychotherapy	1	8	18	2752	17/01/08 08:46	26	uses	positive	Use_in_psychotherapy
184937509	Physical	2	13	13	1531	17/01/08 08:46	26	effects	neutral	Physical
184937509	Psychological	2	17	9	2774	17/01/08 08:46	26	effects	neutral	Psychological
184937509	Neurotoxicity	2	16	10	6308	17/01/08 08:46	26	effects	negative	Neurotoxicity
184937509	Health concerns	1	11	15	298	17/01/08 08:46	26	safety	negative	Health_concerns
184937509	Neurological overview	2	14	12	2471	17/01/08 08:46	26	effects	neutral	Neurological_overview
184942104	Effects	1	2	27	160	17/01/08 09:36	29	effects	neutral	Effects
184942104	Subjective effects	2	4	25	1359	17/01/08 09:36	29	effects	neutral	Subjective_effects
184942104	Use in psychotherapy	1	11	18	2752	17/01/08 09:36	29	uses	positive	Use_in_psychotherapy
184942104	Physical	2	16	13	1531	17/01/08 09:36	29	effects	neutral	Physical
184942104	Psychological	2	20	9	2774	17/01/08 09:36	29	effects	neutral	Psychological
184942104	Neurotoxicity	2	19	10	6308	17/01/08 09:36	29	effects	negative	Neurotoxicity
184942104	Health concerns	1	14	15	298	17/01/08 09:36	29	safety	negative	Health_concerns
184942104	Neurological overview	2	17	12	2471	17/01/08 09:36	29	effects	neutral	Neurological_overview
191521158	Use in psychotherapy	1	5	18	2866	14/02/08 22:54	23	uses	positive	Use_in_psychotherapy
191521158	Physical	2	10	13	1531	14/02/08 22:54	23	effects	neutral	Physical
191521158	Psychological	2	14	9	3619	14/02/08 22:54	23	effects	neutral	Psychological
191521158	Neurotoxicity	2	13	10	6308	14/02/08 22:54	23	effects	negative	Neurotoxicity
191521158	Health concerns	1	8	15	270	14/02/08 22:54	23	safety	negative	Health_concerns
191521158	Neurological overview	2	11	12	2471	14/02/08 22:54	23	effects	neutral	Neurological_overview
191521175	Effects	1	2	27	160	14/02/08 22:54	29	effects	neutral	Effects
191521175	Subjective effects	2	4	25	1494	14/02/08 22:54	29	effects	neutral	Subjective_effects
191521175	Use in psychotherapy	1	11	18	2866	14/02/08 22:54	29	uses	positive	Use_in_psychotherapy
191521175	Physical	2	16	13	1531	14/02/08 22:54	29	effects	neutral	Physical
191521175	Psychological	2	20	9	3619	14/02/08 22:54	29	effects	neutral	Psychological
191521175	Neurotoxicity	2	19	10	6308	14/02/08 22:54	29	effects	negative	Neurotoxicity
191521175	Health concerns	1	14	15	270	14/02/08 22:54	29	safety	negative	Health_concerns
191521175	Neurological overview	2	17	12	2471	14/02/08 22:54	29	effects	neutral	Neurological_overview
199975415	Use in psychotherapy	1	7	18	1687	22/03/08 01:57	25	uses	positive	Use_in_psychotherapy
199975415	Physical	2	12	13	1599	22/03/08 01:57	25	effects	neutral	Physical
199975415	Psychological	2	16	9	2407	22/03/08 01:57	25	effects	neutral	Psychological
199975415	Neurotoxicity	2	15	10	6364	22/03/08 01:57	25	effects	negative	Neurotoxicity
199975415	Health concerns	1	10	15	270	22/03/08 01:57	25	safety	negative	Health_concerns
199975415	Neurological overview	2	13	12	2471	22/03/08 01:57	25	effects	neutral	Neurological_overview
199977092	Effects	1	2	26	114	22/03/08 02:07	28	effects	neutral	Effects
199977092	Subjective effects	2	4	24	2180	22/03/08 02:07	28	effects	neutral	Subjective_effects
199977092	Use in psychotherapy	1	10	18	1687	22/03/08 02:07	28	uses	positive	Use_in_psychotherapy
199977092	Physical	2	15	13	1599	22/03/08 02:07	28	effects	neutral	Physical
199977092	Psychological	2	19	9	2407	22/03/08 02:07	28	effects	neutral	Psychological
199977092	Neurotoxicity	2	18	10	6364	22/03/08 02:07	28	effects	negative	Neurotoxicity
199977092	Health concerns	1	13	15	270	22/03/08 02:07	28	safety	negative	Health_concerns
199977092	Neurological overview	2	16	12	2471	22/03/08 02:07	28	effects	neutral	Neurological_overview
204062539	Effects	1	2	27	13	07/04/08 20:23	29	effects	neutral	Effects
204062539	Subjective effects	2	4	25	2178	07/04/08 20:23	29	effects	neutral	Subjective_effects
204062539	Long-term effects	2	5	24	1784	07/04/08 20:23	29	effects	neutral	Long-term_effects
204062539	Use in psychotherapy	1	11	18	1688	07/04/08 20:23	29	uses	positive	Use_in_psychotherapy
204062539	Physical	2	16	13	1657	07/04/08 20:23	29	effects	neutral	Physical
204062539	Psychological	2	20	9	2407	07/04/08 20:23	29	effects	neutral	Psychological
204062539	Neurotoxicity	2	19	10	6029	07/04/08 20:23	29	effects	negative	Neurotoxicity
204062539	Health concerns	1	14	15	268	07/04/08 20:23	29	safety	negative	Health_concerns
204062539	Neurological overview	2	17	12	2471	07/04/08 20:23	29	effects	neutral	Neurological_overview
206735219	Effects	1	2	27	12	19/04/08 18:38	29	effects	neutral	Effects
206735219	Long-term effects	2	5	24	2610	19/04/08 18:38	29	effects	neutral	Long-term_effects
206735219	Use in psychotherapy	1	11	18	2856	19/04/08 18:38	29	uses	positive	Use_in_psychotherapy
206735219	Physical	2	16	13	1790	19/04/08 18:38	29	effects	neutral	Physical
206735219	Psychological	2	20	9	2573	19/04/08 18:38	29	effects	neutral	Psychological
206735219	Neurotoxicity	2	19	10	4855	19/04/08 18:38	29	effects	negative	Neurotoxicity
206735219	Health concerns	1	14	15	259	19/04/08 18:38	29	safety	negative	Health_concerns
206735219	Neurological overview	2	17	12	3064	19/04/08 18:38	29	effects	neutral	Neurological_overview
206735219	Short-term effects	2	4	25	2197	19/04/08 18:38	29	effects	neutral	Short-term_effects
209080490	Long-term effects	2	4	24	2610	29/04/08 20:48	28	effects	neutral	Long-term_effects
209080490	Use in psychotherapy	1	10	18	2856	29/04/08 20:48	28	uses	positive	Use_in_psychotherapy
209080490	Physical	2	15	13	1790	29/04/08 20:48	28	effects	neutral	Physical
209080490	Psychological	2	19	9	2573	29/04/08 20:48	28	effects	neutral	Psychological
209080490	Neurotoxicity	2	18	10	4876	29/04/08 20:48	28	effects	negative	Neurotoxicity
209080490	Health concerns	1	13	15	259	29/04/08 20:48	28	safety	negative	Health_concerns
209080490	Neurological overview	2	16	12	3064	29/04/08 20:48	28	effects	neutral	Neurological_overview
209080490	Short-term effects	2	3	25	2214	29/04/08 20:48	28	effects	neutral	Short-term_effects
209081054	Effects	1	2	27	12	29/04/08 20:51	29	effects	neutral	Effects
209081054	Long-term effects	2	5	24	2610	29/04/08 20:51	29	effects	neutral	Long-term_effects
209081054	Use in psychotherapy	1	11	18	2856	29/04/08 20:51	29	uses	positive	Use_in_psychotherapy
209081054	Physical	2	16	13	1790	29/04/08 20:51	29	effects	neutral	Physical
209081054	Psychological	2	20	9	2573	29/04/08 20:51	29	effects	neutral	Psychological
209081054	Neurotoxicity	2	19	10	4876	29/04/08 20:51	29	effects	negative	Neurotoxicity
209081054	Health concerns	1	14	15	259	29/04/08 20:51	29	safety	negative	Health_concerns
209081054	Neurological overview	2	17	12	3064	29/04/08 20:51	29	effects	neutral	Neurological_overview
209081054	Short-term effects	2	4	25	2214	29/04/08 20:51	29	effects	neutral	Short-term_effects
213543347	Effects	1	2	26	12	19/05/08 20:20	28	effects	neutral	Effects
213543347	Long-term effects	2	5	23	2610	19/05/08 20:20	28	effects	neutral	Long-term_effects
213543347	Use in psychotherapy	1	11	17	2856	19/05/08 20:20	28	uses	positive	Use_in_psychotherapy
213543347	Physical	2	16	12	1790	19/05/08 20:20	28	effects	neutral	Physical
213543347	Neurotoxicity	2	19	9	4892	19/05/08 20:20	28	effects	negative	Neurotoxicity
213543347	Health concerns	1	14	14	259	19/05/08 20:20	28	safety	negative	Health_concerns
213543347	Neurological overview	2	17	11	3064	19/05/08 20:20	28	effects	neutral	Neurological_overview
213543347	Short-term effects	2	4	24	2199	19/05/08 20:20	28	effects	neutral	Short-term_effects
213543399	Effects	1	2	27	12	19/05/08 20:20	29	effects	neutral	Effects
213543399	Long-term effects	2	5	24	2610	19/05/08 20:20	29	effects	neutral	Long-term_effects
213543399	Use in psychotherapy	1	11	18	2856	19/05/08 20:20	29	uses	positive	Use_in_psychotherapy
213543399	Physical	2	16	13	1790	19/05/08 20:20	29	effects	neutral	Physical
213543399	Psychological	2	20	9	2573	19/05/08 20:20	29	effects	neutral	Psychological
213543399	Neurotoxicity	2	19	10	4876	19/05/08 20:20	29	effects	negative	Neurotoxicity
213543399	Health concerns	1	14	15	259	19/05/08 20:20	29	safety	negative	Health_concerns
213543399	Neurological overview	2	17	12	3064	19/05/08 20:20	29	effects	neutral	Neurological_overview
213543399	Short-term effects	2	4	25	2199	19/05/08 20:20	29	effects	neutral	Short-term_effects
214126604	Effects	1	2	26	12	22/05/08 05:36	28	effects	neutral	Effects
214126604	Long-term effects	2	4	24	2610	22/05/08 05:36	28	effects	neutral	Long-term_effects
214126604	Use in psychotherapy	1	10	18	2856	22/05/08 05:36	28	uses	positive	Use_in_psychotherapy
214126604	Physical	2	15	13	1790	22/05/08 05:36	28	effects	neutral	Physical
214126604	Psychological	2	19	9	2573	22/05/08 05:36	28	effects	neutral	Psychological
214126604	Neurotoxicity	2	18	10	4876	22/05/08 05:36	28	effects	negative	Neurotoxicity
214126604	Health concerns	1	13	15	259	22/05/08 05:36	28	safety	negative	Health_concerns
214126604	Neurological overview	2	16	12	3064	22/05/08 05:36	28	effects	neutral	Neurological_overview
214126619	Effects	1	2	27	12	22/05/08 05:36	29	effects	neutral	Effects
214126619	Long-term effects	2	5	24	2610	22/05/08 05:36	29	effects	neutral	Long-term_effects
214126619	Use in psychotherapy	1	11	18	2856	22/05/08 05:36	29	uses	positive	Use_in_psychotherapy
214126619	Physical	2	16	13	1790	22/05/08 05:36	29	effects	neutral	Physical
214126619	Psychological	2	20	9	2573	22/05/08 05:36	29	effects	neutral	Psychological
214126619	Neurotoxicity	2	19	10	4876	22/05/08 05:36	29	effects	negative	Neurotoxicity
214126619	Health concerns	1	14	15	259	22/05/08 05:36	29	safety	negative	Health_concerns
214126619	Neurological overview	2	17	12	3064	22/05/08 05:36	29	effects	neutral	Neurological_overview
214126619	Short-term effects	2	4	25	2199	22/05/08 05:36	29	effects	neutral	Short-term_effects
214616479	Effects	1	2	27	12	24/05/08 12:20	29	effects	neutral	Effects
214616479	Use in psychotherapy	1	11	18	2856	24/05/08 12:20	29	uses	positive	Use_in_psychotherapy
214616479	Physical	2	16	13	1790	24/05/08 12:20	29	effects	neutral	Physical
214616479	Psychological	2	20	9	2573	24/05/08 12:20	29	effects	neutral	Psychological
214616479	Neurotoxicity	2	19	10	4876	24/05/08 12:20	29	effects	negative	Neurotoxicity
214616479	Health concerns	1	14	15	259	24/05/08 12:20	29	safety	negative	Health_concerns
214616479	Neurological overview	2	17	12	3064	24/05/08 12:20	29	effects	neutral	Neurological_overview
214616479	Short-term effects	2	4	25	2203	24/05/08 12:20	29	effects	neutral	Short-term_effects
214616479	Effects of chronic use	2	5	24	2615	24/05/08 12:20	29	effects	neutral	Effects_of_chronic_use
214616894	Effects	1	2	27	12	24/05/08 12:24	29	effects	neutral	Effects
214616894	Use in psychotherapy	1	11	18	2856	24/05/08 12:24	29	uses	positive	Use_in_psychotherapy
214616894	Physical	2	16	13	1790	24/05/08 12:24	29	effects	neutral	Physical
214616894	Psychological	2	20	9	2573	24/05/08 12:24	29	effects	neutral	Psychological
214616894	Neurotoxicity	2	19	10	4876	24/05/08 12:24	29	effects	negative	Neurotoxicity
214616894	Health concerns	1	14	15	259	24/05/08 12:24	29	safety	negative	Health_concerns
214616894	Neurological overview	2	17	12	3064	24/05/08 12:24	29	effects	neutral	Neurological_overview
214616894	Effects of chronic use	2	5	24	2615	24/05/08 12:24	29	effects	neutral	Effects_of_chronic_use
214616894	Acute effects	2	4	25	2198	24/05/08 12:24	29	effects	negative	Acute_effects
215609956	Effects	1	2	28	12	28/05/08 23:03	30	effects	neutral	Effects
215609956	Use in psychotherapy	2	12	18	3199	28/05/08 23:03	30	uses	positive	Use_in_psychotherapy
215609956	Physical	3	17	13	2415	28/05/08 23:03	30	effects	neutral	Physical
215609956	Psychological	3	21	9	2573	28/05/08 23:03	30	effects	neutral	Psychological
215609956	Neurotoxicity	3	20	10	4872	28/05/08 23:03	30	effects	negative	Neurotoxicity
215609956	Health concerns	2	15	15	259	28/05/08 23:03	30	safety	negative	Health_concerns
215609956	Neurological overview	3	18	12	3065	28/05/08 23:03	30	effects	neutral	Neurological_overview
215609956	Effects of chronic use	2	5	25	2615	28/05/08 23:03	30	effects	neutral	Effects_of_chronic_use
215609956	Acute effects	2	4	26	2198	28/05/08 23:03	30	effects	negative	Acute_effects
215609956	Controversy surrounding research	1	6	24	5849	28/05/08 23:03	30	research	neutral	Controversy_surrounding_research
222996639	Effects	1	2	26	12	02/07/08 02:42	28	effects	neutral	Effects
222996639	Physical	2	15	13	2411	02/07/08 02:42	28	effects	neutral	Physical
222996639	Psychological	2	19	9	2600	02/07/08 02:42	28	effects	neutral	Psychological
222996639	Neurotoxicity	2	18	10	4835	02/07/08 02:42	28	effects	negative	Neurotoxicity
222996639	Health concerns	1	13	15	259	02/07/08 02:42	28	safety	negative	Health_concerns
222996639	Neurological overview	2	16	12	3060	02/07/08 02:42	28	effects	neutral	Neurological_overview
222996639	Effects of chronic use	2	5	23	3299	02/07/08 02:42	28	effects	neutral	Effects_of_chronic_use
222996639	Acute effects	2	4	24	2226	02/07/08 02:42	28	effects	negative	Acute_effects
222996639	Controversy surrounding research	2	6	22	5307	02/07/08 02:42	28	research	neutral	Controversy_surrounding_research
222996752	Effects	1	2	27	12	02/07/08 02:43	29	effects	neutral	Effects
222996752	Use in psychotherapy	1	11	18	5192	02/07/08 02:43	29	uses	positive	Use_in_psychotherapy
222996752	Physical	2	16	13	2411	02/07/08 02:43	29	effects	neutral	Physical
222996752	Psychological	2	20	9	2600	02/07/08 02:43	29	effects	neutral	Psychological
222996752	Neurotoxicity	2	19	10	4835	02/07/08 02:43	29	effects	negative	Neurotoxicity
222996752	Health concerns	1	14	15	259	02/07/08 02:43	29	safety	negative	Health_concerns
222996752	Neurological overview	2	17	12	3060	02/07/08 02:43	29	effects	neutral	Neurological_overview
222996752	Effects of chronic use	2	5	24	3299	02/07/08 02:43	29	effects	neutral	Effects_of_chronic_use
222996752	Acute effects	2	4	25	2226	02/07/08 02:43	29	effects	negative	Acute_effects
222996752	Controversy surrounding research	2	6	23	5307	02/07/08 02:43	29	research	neutral	Controversy_surrounding_research
222996904	Effects	1	2	26	12	02/07/08 02:44	28	effects	neutral	Effects
222996904	Physical	2	15	13	2411	02/07/08 02:44	28	effects	neutral	Physical
222996904	Psychological	2	19	9	2600	02/07/08 02:44	28	effects	neutral	Psychological
222996904	Neurotoxicity	2	18	10	4835	02/07/08 02:44	28	effects	negative	Neurotoxicity
222996904	Health concerns	1	13	15	259	02/07/08 02:44	28	safety	negative	Health_concerns
222996904	Neurological overview	2	16	12	3060	02/07/08 02:44	28	effects	neutral	Neurological_overview
222996904	Effects of chronic use	2	5	23	3299	02/07/08 02:44	28	effects	neutral	Effects_of_chronic_use
222996904	Acute effects	2	4	24	2226	02/07/08 02:44	28	effects	negative	Acute_effects
222996904	Controversy surrounding research	2	6	22	5307	02/07/08 02:44	28	research	neutral	Controversy_surrounding_research
222996924	Effects	1	2	27	12	02/07/08 02:45	29	effects	neutral	Effects
